hotspot_id,hotspot_name,police_station,latitude,longitude,pcis_score,drift_score,severity_norm,repeat_offender_density_norm,priority_score,priority_band,rank_city,rank_station
N-6fcdb24b,"BTP080 - NR Road, SP Road Junction",City Market,12.9633173,77.5812116,69.43,100.0,70.574,25.6684,70.7371,Critical,1,1
N-04746066,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",Rajajinagar,12.9936333,77.5537389,83.94,57.66,91.8636,23.1079,69.8299,Critical,2,1
N-30e36d1e,BTP058 - Subbanna Junction,Upparpet,12.9787965,77.5787497,79.79,0.0,97.6684,100.0,66.4497,Critical,3,1
N-59a97111,BTP057 - Anand Rao Junction,Upparpet,12.9792514,77.5744493,81.27,0.0,92.6194,100.0,66.0319,Critical,4,2
N-753ac65a,BTP045 - Danvanthri Road Junction,Upparpet,12.9770651,77.5747896,78.2,0.0,91.0757,100.0,64.4951,Critical,5,3
N-7952534b,"BTP024 - NPS, Vijayanagar",Magadi Road,12.9826246,77.548865,64.53,85.15,73.3398,3.8961,62.3519,Critical,6,1
N-5286fee2,BTP044 - Sagar Theatre Junction,Upparpet,12.9750545,77.5789751,72.52,0.0,89.9019,100.0,61.9884,Critical,7,4
N-0ebfa5bc,"BTP186 - 9th Cross, 4th Main, Jayanagar",Wilson Garden,12.939458,77.5838612,59.16,100.0,61.6819,2.1251,61.3192,Critical,8,1
N-98d1ff4a,"BTP163 - 16th Main Road, BTM Layout",Mico Layout,12.9149953,77.6085201,59.21,95.1,66.4898,2.0779,61.0686,Critical,9,1
N-6277ce3c,"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,13.0024745,77.5501316,54.27,68.74,77.1024,42.5974,60.7031,Critical,10,1
N-2fb5e349,BTP040 - Elite Junction,Upparpet,12.9765967,77.5766022,67.59,0.0,89.9341,100.0,60.0228,Critical,11,5
N-b672bf35,BTP041 - Gopal Gowda Circle,Cubbon Park,12.9772959,77.5902652,70.58,65.42,68.9822,10.1299,59.9029,Critical,12,1
N-2d5e02cf,BTP211 - Central Street Junction,Shivajinagar,12.9833849,77.6034593,71.7,0.0,88.8728,82.5974,58.8442,Critical,13,1
N-1b2baade,"BTP117 - 9th Cross, Kanakapura Road",J.P. Nagar,12.9108194,77.5736923,76.56,64.53,60.4277,0.0,58.842,Critical,14,1
N-51b0b4b8,BTP038 - Mysore Bank Junction,Upparpet,12.9740976,77.5810919,66.83,0.0,84.7886,100.0,58.6897,Critical,15,6
N-85c545c1,BTP027 - Modi Bridge Junction,Rajajinagar,12.9992733,77.5493148,55.45,61.83,84.9815,23.1079,58.1,Critical,16,2
N-d04dce8f,BTP054 - Shivananda Circle,High ground,12.9856733,77.579324,55.28,60.41,75.205,33.3952,57.2648,Critical,17,1
N-a0b5be6e,BTP051 - Safina Plaza Junction,Shivajinagar,12.981272,77.6087061,66.9,0.0,88.7924,82.5974,56.9081,Critical,18,2
N-209451fb,BTP108 - Tagore Park Junction,Basavanagudi,12.9439012,77.5714312,61.7,58.15,84.7564,2.0779,56.4805,Critical,19,1
N-3f5e9738,"BTP083 - AS Char Street, Mysore Road",City Market,12.9658217,77.5746276,83.48,0.0,95.9157,25.6684,56.4254,Critical,20,2
U-c224f8d7,Unknown Hotspot U-0021,Chikkajala,13.1854197,77.6800924,88.38,0.0,99.1156,7.7922,56.344,Critical,21,1
U-f4c92592,Unknown Hotspot U-0018,Hulimavu,12.8903811,77.6389168,83.72,0.0,95.8836,22.5108,56.0413,Critical,22,1
N-f67b4e1e,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,12.9799118,77.5546504,62.18,61.54,75.9286,3.8961,56.0271,Critical,23,2
N-936fc9f8,BTP069 - MC Circle,Vijayanagara,12.9744703,77.5472796,57.93,59.86,73.6453,19.295,55.7603,Critical,24,1
N-2b045709,BTP043 - Upparpet Junction,Upparpet,12.9741837,77.5746187,63.2,0.0,72.6483,100.0,54.8097,Critical,25,7
U-92862bb1,Unknown Hotspot U-0022,Shivajinagar,12.9822757,77.6115233,62.3,0.0,87.297,82.5974,54.769,Critical,26,3
U-7f6ecc28,Unknown Hotspot U-0005,K.R. Pura,13.0084679,77.6953676,85.88,0.0,100.0,1.2987,54.5468,Critical,27,1
U-b8d94d80,Unknown Hotspot U-0064,Mahadevapura,12.9963162,77.6686363,87.77,0.0,94.4686,3.4632,54.5212,Critical,28,1
U-bc84c32c,Unknown Hotspot U-0037,Hebbala,13.0355708,77.5890647,62.24,0.0,87.4417,77.9221,54.0727,Critical,29,1
N-56dfd3f8,BTP104 - Medical College Circle,City Market,12.9595619,77.5766993,79.51,0.0,91.1079,25.6684,53.8758,Critical,30,3
U-a8b079ec,Unknown Hotspot U-0020,Mahadevapura,13.0003425,77.6769195,86.35,0.0,93.8093,3.4632,53.8213,Critical,31,2
U-62768426,Unknown Hotspot U-0066,Chikkajala,13.1912467,77.646222,85.58,0.0,91.1883,7.7922,53.6385,Critical,32,2
N-721433da,BTP009 - Prakash Nagar Junction,Rajajinagar,12.9925179,77.5576327,49.54,76.25,55.3787,23.1079,53.4204,Critical,33,3
N-fbf17e0c,"BTP202 - East End Main Road, Jayanagar",Jayanagara,12.9173464,77.5968095,70.88,61.21,47.6926,1.3552,53.3963,Critical,34,1
N-fd860ceb,BTP082 - KR Market Junction,City Market,12.9644242,77.5771207,76.03,0.0,94.7258,25.6684,53.2074,Critical,35,4
U-edd2fac5,Unknown Hotspot U-0014,HAL Old Airport,12.9431845,77.6978399,81.51,0.0,92.0566,11.6883,52.7686,Critical,36,1
N-d4211aeb,BTP030 - Mekhri Circle,Sadashivanagar,13.0114713,77.5835619,59.54,84.89,36.2116,2.5974,52.6704,Critical,37,1
N-be554482,"BTP089 - Police Quarters, Sultan Road",Chamarajpet,12.9609831,77.5635329,64.21,65.99,45.7791,7.7922,52.5061,Critical,38,1
U-3dd4f84e,Unknown Hotspot U-0107,Shivajinagar,12.9895231,77.5997852,58.88,0.0,82.5695,82.5974,52.4555,Critical,39,4
U-aad3d7ea,Unknown Hotspot U-0138,Chikkajala,13.1215627,77.6311795,84.43,0.0,85.2227,7.7922,51.9854,Critical,40,3
U-4d94be43,Unknown Hotspot U-0131,HAL Old Airport,12.9720971,77.7117411,79.79,0.0,88.8246,11.6883,51.4342,Critical,41,2
N-d95d2bb1,BTP042 - Minsk Square Junction (CTO),Shivajinagar,12.9812429,77.5985292,56.55,0.0,81.3314,82.5974,51.2759,Critical,42,5
U-f8c666a8,Unknown Hotspot U-0032,Shivajinagar,12.9856442,77.60551,58.07,0.0,77.5366,82.5974,51.1249,Critical,43,6
N-37c53a41,BTP215 - Vanivillas Junction,Basavanagudi,12.9458666,77.5702647,43.78,76.18,69.8826,2.0779,50.8452,Critical,44,2
N-3c095b83,BTP132 - Anepalya Junction,Ashok Nagar,12.9515994,77.6071144,61.98,59.87,51.8894,4.4527,50.8053,Critical,45,1
U-4f4791fa,Unknown Hotspot U-0296,Byatarayanapura,12.9501882,77.5223018,92.54,0.0,65.0748,3.5964,50.5704,Critical,46,1
U-dab064f2,Unknown Hotspot U-0025,HAL Old Airport,12.9577853,77.7015538,77.3,0.0,88.5995,11.6883,50.3931,Critical,47,3
N-bf5f02d2,BTP096 - Gali Anjaneya Temple,Byatarayanapura,12.9525948,77.5412161,80.98,0.0,86.8307,3.5964,50.2976,Critical,48,2
N-b4cf7d8f,BTP023 - Mahalaxmi Layout Entrance,Malleshwaram,13.0099868,77.5499506,67.92,0.0,83.2288,42.5974,50.2034,Critical,49,2
U-bf936b69,Unknown Hotspot U-0056,Rajajinagar,13.0177174,77.531491,75.34,0.0,82.8429,23.1079,50.1708,Critical,50,4
U-d5b25e3d,Unknown Hotspot U-0086,Yelahanka,13.0972786,77.599327,75.86,0.0,94.1148,5.994,50.0661,Critical,51,1
U-af6d3efb,Unknown Hotspot U-0019,Bellandur,12.9269632,77.6787047,76.07,0.0,94.967,2.7502,49.8339,Critical,52,1
U-3cf77393,Unknown Hotspot U-0149,Whitefield,12.9514364,77.7174912,84.36,0.0,79.6109,0.974,49.8123,Critical,53,1
N-a2e845b1,"BTP001 - 10th Cross, Dr. Rajkumar Road",Malleshwaram,13.0078114,77.5546534,64.7,0.0,87.4578,42.5974,49.7612,Critical,54,3
U-ec4a809e,Unknown Hotspot U-0048,Kodigehalli,13.0474972,77.5756205,71.55,0.0,86.7181,24.6753,49.6649,Critical,55,1
U-a7ba889f,Unknown Hotspot U-0057,Kodigehalli,13.062826,77.5892612,71.92,0.0,85.689,24.6753,49.6071,Critical,56,2
U-6bb82507,Unknown Hotspot U-0008,HAL Old Airport,12.9333817,77.6901618,74.71,0.0,89.516,11.6883,49.5404,Critical,57,4
U-f1b01484,Unknown Hotspot U-0013,K.R. Pura,13.0057366,77.6858728,79.71,0.0,87.0076,1.2987,49.4803,Critical,58,2
U-c8445fbe,Unknown Hotspot U-0078,Hulimavu,12.8759634,77.647892,74.39,0.0,81.6691,22.5108,49.4664,Critical,59,2
U-be9ac128,Unknown Hotspot U-0029,Malleshwaram,13.0115214,77.5539046,63.07,0.0,88.2779,42.5974,49.2732,Critical,60,4
N-01caeca6,BTP137 - Madiwala Traffic PS Junction,Madiwala,12.9233262,77.6198709,78.51,0.0,86.6377,3.4632,49.251,Critical,61,1
U-4d281c47,Unknown Hotspot U-0136,Malleshwaram,13.0153323,77.5552015,71.7,0.0,70.6062,42.5974,49.1909,Critical,62,5
U-2d7456a0,Unknown Hotspot U-0122,Kodigehalli,13.0500415,77.5931348,72.96,0.0,81.2832,24.6753,49.1419,Critical,63,3
N-7a3984a5,BTP048 - Shanthala Junction,Upparpet,12.9763055,77.5716207,66.4,0.0,37.3533,100.0,49.0307,Critical,64,8
N-29abb4cd,"BTP170 - Dr. Bheem Rao Palace, Chord Road",Rajajinagar,12.9905298,77.5516247,75.19,0.0,77.2954,23.1079,49.0013,Critical,65,5
N-b0e2bb5c,"BTP083 - AS Char Street, Mysore Road",Chamarajpet,12.9670256,77.5742335,76.22,0.0,86.4769,7.7922,48.9522,Critical,66,2
N-dd200eff,BTP048 - Shanthala Junction,Chamarajpet,12.9769844,77.5707237,75.36,0.0,87.6668,7.7922,48.8462,Critical,67,3
U-7ca82fbd,Unknown Hotspot U-0015,Electronic City,12.8418377,77.64605,70.15,0.0,89.7411,18.7013,48.8134,Critical,68,1
U-ee48a596,Unknown Hotspot U-0105,Yeshwanthpura,13.0301249,77.5373951,77.08,0.0,88.4387,0.0,48.5197,Critical,69,1
N-1260c0b7,BTP082 - KR Market Junction,Halasuru Gate,12.9648369,77.5794873,75.81,0.0,87.1523,4.329,48.4038,Critical,70,1
U-5acaba4d,Unknown Hotspot U-0199,Bellandur,12.9290428,77.6951259,77.06,0.0,85.48,2.7502,48.3325,Critical,71,2
U-77faf0f7,Unknown Hotspot U-0077,Rajajinagar,13.0077453,77.5268215,71.51,0.0,81.0741,23.1079,48.285,Critical,72,6
U-860aeb22,Unknown Hotspot U-0091,Upparpet,12.9788182,77.5816307,48.34,0.0,69.5289,100.0,48.2418,Critical,73,9
N-416494df,"BTP148 - 17th Main, Doopanahalli Bus Stop",Jeevanbheemanagar,12.9636635,77.642234,78.46,0.0,80.8973,4.4527,48.2314,Critical,74,1
N-5400024e,BTP052 - CID Carlton House Junction,Cubbon Park,12.9809066,77.5882144,49.79,65.83,51.5517,10.1299,48.2033,Critical,75,2
U-e650f59a,Unknown Hotspot U-0272,Hebbala,13.0429794,77.5905256,65.55,0.0,50.7638,77.9221,48.0611,Critical,76,2
U-9abd8ada,Unknown Hotspot U-0079,Mahadevapura,12.9791509,77.6951531,75.31,0.0,86.9432,3.4632,48.0321,Critical,77,3
U-c6a29c8e,Unknown Hotspot U-0026,Halasur,12.9734433,77.6188824,73.21,0.0,90.4325,2.5974,47.7601,Critical,78,1
U-ead68211,Unknown Hotspot U-0047,Ashok Nagar,12.9723267,77.6071685,73.93,0.0,87.2166,4.4527,47.6832,Critical,79,2
N-40baa05f,BTP082 - KR Market Junction,V.V.Puram (C.Pet),12.9638974,77.5763361,72.62,0.0,86.7181,6.8182,47.4144,Critical,80,1
N-1d1d9429,BTP043 - Upparpet Junction,City Market,12.970322,77.5758296,66.04,0.0,85.7212,25.6684,47.4105,Critical,81,5
U-957aa5df,Unknown Hotspot U-0017,Mahadevapura,12.9955942,77.6956979,75.04,0.0,83.9363,3.4632,47.3227,Critical,82,4
N-10abc89c,BTP058 - Subbanna Junction,High ground,12.9820504,77.5774681,68.17,0.0,74.7709,33.3952,47.2314,Critical,83,2
U-047545b9,Unknown Hotspot U-0191,Electronic City,12.8404837,77.6768805,74.71,0.0,72.6805,18.7013,47.2253,Critical,84,2
N-72e57815,"BTP095 - Satellite Bus Stand, Mysore Road",Byatarayanapura,12.9538253,77.543398,75.29,0.0,81.4761,3.5964,46.9507,Critical,85,3
U-58cdb719,Unknown Hotspot U-0044,Banaswadi,12.9935706,77.6625233,70.21,0.0,88.4708,7.7922,46.947,Critical,86,1
N-ee753b79,BTP053 - Three Let Junction,Upparpet,12.9800068,77.5814892,54.37,0.0,49.4774,100.0,46.6435,Critical,87,10
U-29d2981c,Unknown Hotspot U-0031,Malleshwaram,13.0003015,77.5710868,56.68,0.0,87.49,42.5974,46.5596,Critical,88,6
N-e6193522,BTP167 - JC Road Junction,City Market,12.95826,77.5812433,70.56,0.0,72.4232,25.6684,46.5589,Critical,89,6
U-471fb24c,Unknown Hotspot U-0087,HAL Old Airport,12.9631623,77.7171746,67.18,0.0,89.5803,11.6883,46.5413,Critical,90,5
U-10e61a8b,Unknown Hotspot U-0038,Jeevanbheemanagar,12.9597028,77.6474294,69.37,0.0,89.9341,4.4527,46.4027,Critical,91,2
N-b4ff394b,BTP133 - Adugodi Junction,Adugodi,12.9418536,77.6086067,56.41,59.87,43.1902,0.8202,46.2926,Critical,92,1
U-0d4a69da,Unknown Hotspot U-0255,HAL Old Airport,12.9565992,77.7085886,75.29,0.0,71.8443,11.6883,46.2381,Critical,93,6
U-377f2922,Unknown Hotspot U-0104,Electronic City,12.8704675,77.6548899,68.56,0.0,79.6109,18.7013,46.1514,Critical,94,3
N-d16ec81b,"BTP170 - Dr. Bheem Rao Palace, Chord Road",Vijayanagara,12.9900754,77.5504762,75.03,0.0,65.8466,19.295,46.0756,Critical,95,2
N-16171fac,BTP032 - Windsor Circle,High ground,12.9926199,77.5887133,61.08,0.0,82.7464,33.3952,45.9906,Critical,96,3
N-8c2cb6a6,BTP118 - Basappa Circle,City Market,12.958261,77.5775772,66.13,0.0,78.3888,25.6684,45.98,Critical,97,7
U-6b94da2d,Unknown Hotspot U-0062,HSR Layout,12.9065289,77.63004,70.28,0.0,84.9815,4.329,45.7577,Critical,98,1
U-06bc8d17,Unknown Hotspot U-0012,Jeevanbheemanagar,12.9700529,77.6438927,69.32,0.0,86.7824,4.4527,45.7524,Critical,99,3
N-a33038d5,"BTP204 - ESI Hospital, Rajajinagar",Rajajinagar,12.9903589,77.553735,66.11,0.0,78.4692,23.1079,45.604,Critical,100,7
U-453d2275,Unknown Hotspot U-0002,Byatarayanapura,12.9572955,77.5188271,72.25,0.0,80.5274,3.5964,45.5449,Critical,101,4
U-0c358023,Unknown Hotspot U-0075,City Market,12.9695834,77.5756911,61.7,0.0,84.5313,25.6684,45.4365,Critical,102,8
U-2ec3c991,Unknown Hotspot U-0040,HSR Layout,12.9120782,77.6259052,69.75,0.0,84.3544,4.329,45.4202,Critical,103,2
N-3a10f2ef,BTP027 - Modi Bridge Junction,Vijayanagara,12.9975336,77.5493687,64.61,0.0,82.8751,19.295,45.3133,Critical,104,3
N-d371794f,BTP098 - Nayandahalli Junction,Byatarayanapura,12.9448236,77.5276846,73.86,0.0,74.0794,3.5964,44.8993,Critical,105,5
U-d492ae67,Unknown Hotspot U-0082,Electronic City,12.8189133,77.6887944,69.54,0.0,71.0082,18.7013,44.8228,Critical,106,4
U-51207169,Unknown Hotspot U-0045,High ground,12.9935912,77.5898432,64.18,0.0,70.3007,33.3952,44.7414,High,107,4
U-df287f62,Unknown Hotspot U-0050,Kodigehalli,13.0709986,77.5884522,59.26,0.0,86.4769,24.6753,44.7007,High,108,4
N-8c66f5d9,BTP063 - Siddalingaiah Circle,Halasuru Gate,12.9708693,77.5927746,48.03,69.48,37.289,4.329,44.6891,High,109,2
U-e8061dc4,Unknown Hotspot U-0065,Magadi Road,12.9644023,77.5536829,68.32,0.0,83.3253,3.8961,44.5775,High,110,3
N-bd083a57,BTP018 - Dhobi Ghat Junction,Vijayanagara,12.9878376,77.5492642,71.43,0.0,65.3642,19.295,44.5391,High,111,4
U-0d3e3ab6,Unknown Hotspot U-0127,Jeevanbheemanagar,12.9717506,77.6580948,67.88,0.0,83.4057,4.4527,44.501,High,112,4
U-30dbb379,Unknown Hotspot U-0006,HSR Layout,12.9121966,77.6361325,64.72,0.0,89.1622,4.329,44.3698,High,113,3
N-625e9a59,BTP063 - Siddalingaiah Circle,Cubbon Park,12.971578,77.5970112,65.98,0.0,81.4761,10.1299,44.2067,High,114,3
N-9e7fd397,BTP135 - UCO Bank Junction,Adugodi,12.9356218,77.6149779,68.84,0.0,81.7977,0.8202,44.0186,High,115,2
N-ad1b9d17,BTP205 - Modi Hospital Junction,Vijayanagara,12.9974811,77.5469324,62.23,0.0,79.836,19.295,43.7534,High,116,5
N-3644eecf,BTP008 - Navarang Theatre,Malleshwaram,12.9985781,77.5530362,54.19,0.0,78.3406,42.5974,43.7337,High,117,7
U-b9ded50b,Unknown Hotspot U-0253,Byatarayanapura,12.9480487,77.5346006,72.52,0.0,70.6705,3.5964,43.6816,High,118,6
U-782f6fa3,Unknown Hotspot U-0192,Peenya,13.0399003,77.5185571,70.14,0.0,77.7456,0.0,43.6051,High,119,1
U-8ebbc584,Unknown Hotspot U-0109,Hulimavu,12.8762578,77.5959812,61.82,0.0,77.3758,22.5108,43.5798,High,120,3
U-7b0d6efd,Unknown Hotspot U-0003,Pulikeshinagar(F.Town),12.9955252,77.6126859,65.84,0.0,86.091,0.0,43.5542,High,121,1
N-050e77e7,BTP180 - Swagath Poornima Theatre,Halasuru Gate,12.9610472,77.5874871,71.12,0.0,72.2624,4.329,43.5498,High,122,3
U-d4afc73a,Unknown Hotspot U-0001,Madiwala,12.925784,77.6191104,74.38,0.0,66.2647,3.4632,43.5244,High,123,2
N-0e2a889b,BTP140 - Madiwala Check Post,Mico Layout,12.9303006,77.6096912,74.81,0.0,65.7984,2.0779,43.3954,High,124,2
U-19991bc5,Unknown Hotspot U-0039,Rajajinagar,13.0221448,77.5325787,62.03,0.0,74.9477,23.1079,43.2677,High,125,8
U-2e9c668b,Unknown Hotspot U-0111,Kodigehalli,13.058396,77.592314,60.21,0.0,77.2311,24.6753,43.2315,High,126,5
U-46fbc160,Unknown Hotspot U-0144,Hulimavu,12.8807142,77.6450725,62.61,0.0,73.8222,22.5108,43.1851,High,127,4
U-da9ef890,Unknown Hotspot U-0252,Chikkajala,13.1441544,77.6178581,73.97,0.0,61.9875,7.7922,43.1543,High,128,4
N-aa2f1a40,BTP171 - Indian Express (Balekundri),Shivajinagar,12.9862665,77.5991399,56.15,0.0,41.4536,82.5974,43.1403,High,129,7
N-0ac7558d,"BTP080 - NR Road, SP Road Junction",Halasuru Gate,12.9645274,77.5834054,62.35,0.0,86.1393,4.329,42.8172,High,130,4
N-33c3fcc9,BTP057 - Anand Rao Junction,Sheshadripuram,12.9811778,77.5728234,67.28,0.0,71.4424,10.3896,42.7589,High,131,1
U-0de9a1ae,Unknown Hotspot U-0359,Electronic City,12.8553747,77.6645546,71.1,0.0,57.3726,18.7013,42.7197,High,132,5
N-5302b13a,BTP020 - Hosahalli Metro Station,Vijayanagara,12.9741947,77.5452736,56.86,0.0,85.3513,19.295,42.7085,High,133,6
N-0aa863b9,BTP074 - Leprosy Hospital Junction,Magadi Road,12.9758469,77.5617957,64.05,0.0,81.9424,3.8961,42.5929,High,134,4
N-de82a7cc,"BTP016 - 5th Main Road, RPC Layout",Vijayanagara,12.9652474,77.5378391,58.39,0.0,81.4761,19.295,42.5455,High,135,7
U-4a68abb0,Unknown Hotspot U-0218,Chikkabanavara,13.0488911,77.4974657,70.49,0.0,71.0243,0.0,42.4009,High,136,1
U-59dc3a4a,Unknown Hotspot U-0220,Adugodi,12.9322729,77.631756,66.03,0.0,79.2893,0.8202,42.3929,High,137,3
N-2a4ca7e5,BTP214 - 5th Main Chamrajpet Junction,Vijayanagara,12.9759017,77.5315566,43.1,58.13,38.0769,19.295,42.2821,High,138,8
N-3b915859,BTP136 - Hosur-Tavarkere Road Junction,Mico Layout,12.9339667,77.6080774,69.07,0.0,71.1529,2.0779,42.1703,High,139,3
N-33d460f0,"BTP182 - 19th Main Junction, Rajajinagar",Malleshwaram,12.9996773,77.5506575,50.33,0.0,77.5366,42.5974,42.0289,High,140,8
U-f90bde98,Unknown Hotspot U-0257,Whitefield,12.9563644,77.7321309,76.42,0.0,55.9897,0.974,41.912,High,141,2
N-2d3796c5,BTP057 - Anand Rao Junction,High ground,12.9815376,77.5751972,65.37,0.0,53.5617,33.3952,41.8696,High,142,5
U-cf16d44d,Unknown Hotspot U-0178,Byatarayanapura,12.9403093,77.5243791,68.9,0.0,68.355,3.5964,41.7705,High,143,7
N-ecd37ab6,BTP027 - Modi Bridge Junction,Malleshwaram,12.9997609,77.5499271,50.91,0.0,74.2563,42.5974,41.6049,High,144,9
U-80f6a952,Unknown Hotspot U-0053,Mico Layout,12.9271022,77.6090337,65.44,0.0,74.8352,2.0779,41.4547,High,145,4
N-a8804a13,"BTP033 - Sophia High School, Sankey Road",High ground,12.9904445,77.5886655,55.83,0.0,70.0756,33.3952,41.3564,High,146,6
U-d088d7db,Unknown Hotspot U-0089,Pulikeshinagar(F.Town),13.0003886,77.611338,62.94,0.0,80.8329,0.0,41.3426,High,147,2
N-ad689fd9,BTP028 - Vijayanagar Bus Stand Junction,Vijayanagara,12.9725692,77.5380619,57.84,0.0,76.1216,19.295,41.2546,High,148,9
U-9b3d93ea,Unknown Hotspot U-0007,Bellandur,12.8997134,77.6754664,61.37,0.0,81.4279,2.7502,41.2461,High,149,3
U-a7079eda,Unknown Hotspot U-0098,Yeshwanthpura,13.0338245,77.5578323,68.54,0.0,69.0304,0.0,41.2221,High,150,2
U-5e3433f6,Unknown Hotspot U-0054,Whitefield,12.9874324,77.7345597,64.96,0.0,75.3819,0.974,41.2065,High,151,3
U-e8f05a04,Unknown Hotspot U-0225,Halasur,12.9811187,77.6304775,75.2,0.0,53.4973,2.5974,41.1691,High,152,2
U-fcb30519,Unknown Hotspot U-0121,Yeshwanthpura,13.0189052,77.5577103,64.91,0.0,75.9608,0.0,41.1562,High,153,3
U-f82498fd,Unknown Hotspot U-0148,Bellandur,12.9213733,77.66647,60.58,0.0,81.9103,2.7502,41.0266,High,154,4
U-10742d64,Unknown Hotspot U-0085,Mico Layout,12.9308782,77.6065274,62.57,0.0,78.2441,2.0779,40.9885,High,155,5
U-05cc6c28,Unknown Hotspot U-0081,K.G. Halli,13.0352492,77.6244475,63.94,0.0,76.3145,0.0,40.8389,High,156,1
N-ea777e73,"BTP186 - 9th Cross, 4th Main, Jayanagar",Basavanagudi,12.9387561,77.5791377,37.42,70.94,38.2859,2.0779,40.6719,High,157,3
N-1d7a62c4,"BTP094 - Sri Skanda Complex, Mysore Road",Byatarayanapura,12.9557868,77.5461691,72.42,0.0,55.8128,3.5964,40.67,High,158,8
N-759526c1,"BTP022 - Marenahalli Junction, Vijayanagar",Vijayanagara,12.9687797,77.5367343,53.87,0.0,80.9455,19.295,40.6313,High,159,10
N-208e198e,BTP061 - Bhashyam Circle,Rajajinagar,12.9852373,77.5538787,52.7,0.0,80.1254,23.1079,40.5713,High,160,9
N-f7fe5406,BTP184 - Lalbagh West Gate,Wilson Garden,12.9485192,77.5805975,44.38,64.14,31.9344,2.1251,40.4927,High,161,2
N-5eb79fc5,"BTP168 - MSR Building, JC Road",Halasuru Gate,12.9612182,77.5843119,71.11,0.0,56.9706,4.329,40.4875,High,162,5
U-b8b2e331,Unknown Hotspot U-0170,R.T. Nagar,13.0054991,77.5936226,63.97,0.0,73.1468,1.4168,40.4299,High,163,1
U-838f2a9f,Unknown Hotspot U-0180,Yeshwanthpura,13.0189546,77.5532821,67.88,0.0,66.329,0.0,40.4178,High,164,4
U-0528ec4e,Unknown Hotspot U-0139,Rajajinagar,13.0017796,77.5257616,58.89,0.0,66.3129,23.1079,40.2848,High,165,10
N-b3c253ea,BTP120 - Lalbagh Main Gate Junction,City Market,12.9542039,77.584098,64.79,0.0,52.5165,25.6684,40.2696,High,166,9
N-890ad694,BTP173 - TMC,Shivajinagar,12.9823149,77.5987504,42.12,0.0,55.0571,82.5974,40.249,High,167,8
N-e40a01aa,BTP023 - Mahalaxmi Layout Entrance,Rajajinagar,13.0080386,77.5485167,53.42,0.0,77.022,23.1079,40.2386,High,168,11
N-67596e34,BTP203 - RRMR Junction,Halasuru Gate,12.9673479,77.5935331,70.11,0.0,57.26,4.329,40.1454,High,169,6
U-44c92018,Unknown Hotspot U-0073,Yeshwanthpura,13.0274434,77.5428048,62.75,0.0,75.1407,0.0,40.1281,High,170,5
